152.616, 129.535, 5.626, 25.400 False
152.333, 129.536, 5.666, 25.450 False
152.049, 129.537, 5.688, 25.500 False
151.765, 129.538, 5.693, 25.550 False
151.480, 129.539, 5.690, 25.600 False
151.197, 129.538, 5.676, 25.650 False
150.914, 129.538, 5.660, 25.700 False
150.632, 129.539, 5.635, 25.750 False
150.351, 129.539, 5.610, 25.800 False
150.072, 129.540, 5.575, 25.850 False
149.795, 129.540, 5.541, 25.900 False
149.520, 129.540, 5.500, 25.950 False
149.246, 129.540, 5.461, 26.000 False
148.975, 129.541, 5.422, 26.050 False
148.705, 129.541, 5.397, 26.100 False
148.435, 129.541, 5.393, 26.150 False
148.165, 129.541, 5.402, 26.200 False
147.893, 129.541, 5.436, 26.250 False
147.619, 129.542, 5.481, 26.300 False
147.343, 129.542, 5.550, 26.350 False
147.062, 129.542, 5.620, 26.400 False
146.778, 129.542, 5.691, 26.450 False
146.491, 129.542, 5.745, 26.500 False
146.203, 129.542, 5.780, 26.550 False
145.913, 129.542, 5.798, 26.600 False
145.623, 129.542, 5.800, 26.650 False
145.334, 129.542, 5.794, 26.700 False
145.045, 129.542, 5.776, 26.750 False
144.757, 129.542, 5.756, 26.800 False
144.471, 129.542, 5.728, 26.850 False
144.186, 129.542, 5.700, 26.900 False
143.902, 129.541, 5.662, 26.950 False
143.621, 129.541, 5.625, 27.000 False
143.341, 129.541, 5.581, 27.050 False
143.064, 129.541, 5.540, 27.100 False
142.788, 129.541, 5.497, 27.150 False
142.515, 129.540, 5.470, 27.200 False
142.241, 129.540, 5.465, 27.250 False
141.968, 129.540, 5.473, 27.300 False
141.693, 129.540, 5.506, 27.350 False
141.415, 129.539, 5.550, 27.400 False
141.135, 129.539, 5.616, 27.450 False
140.851, 129.539, 5.683, 27.500 False
140.564, 129.538, 5.752, 27.550 False
140.275, 129.538, 5.802, 27.600 False
139.983, 129.537, 5.835, 27.650 False
139.691, 129.537, 5.850, 27.700 False
139.399, 129.537, 5.850, 27.750 False
139.107, 129.536, 5.841, 27.800 False
138.816, 129.536, 5.822, 27.850 False
138.526, 129.535, 5.800, 27.900 False
138.237, 129.535, 5.770, 27.950 False
137.950, 129.534, 5.739, 28.000 False
137.665, 129.534, 5.700, 28.050 False
137.381, 129.533, 5.662, 28.100 False
137.100, 129.533, 5.615, 28.150 False
136.821, 129.532, 5.573, 28.200 False
136.544, 129.532, 5.529, 28.250 False
136.269, 129.531, 5.501, 28.300 False
135.994, 129.531, 5.495, 28.350 False
135.719, 129.530, 5.502, 28.400 False
135.442, 129.529, 5.535, 28.450 False
135.163, 129.529, 5.578, 28.500 False
134.882, 129.528, 5.643, 28.550 False
134.597, 129.528, 5.709, 28.600 False
134.309, 129.527, 5.775, 28.650 False
134.018, 129.526, 5.817, 28.700 False
133.727, 129.526, 5.824, 28.750 False
133.436, 129.525, 5.811, 28.800 False
133.148, 129.524, 5.758, 28.850 False
132.863, 129.524, 5.678, 28.900 False
132.584, 129.523, 5.560, 28.950 False
132.312, 129.522, 5.409, 29.000 False
132.049, 129.522, 5.230, 29.050 False
131.795, 129.521, 5.029, 29.100 False
131.552, 129.520, 4.800, 29.150 False
131.322, 129.520, 4.557, 29.200 False
131.103, 129.519, 4.317, 29.250 False
130.896, 129.518, 4.079, 29.300 False
130.701, 129.518, 3.850, 29.350 False
130.516, 129.517, 3.635, 29.400 False
130.341, 129.515, 3.432, 29.450 False
130.176, 129.514, 3.241, 29.500 False
130.020, 129.513, 3.062, 29.550 False
129.873, 129.512, 2.892, 29.600 False
129.733, 129.511, 2.733, 29.650 False
129.601, 129.511, 2.583, 29.700 False
129.477, 129.510, 2.441, 29.750 False
129.359, 129.510, 2.307, 29.800 False
129.247, 129.509, 2.180, 29.850 False
129.142, 129.509, 2.061, 29.900 False
129.042, 129.508, 1.948, 29.950 False
128.948, 129.508, 1.842, 30.000 False
128.859, 129.508, 1.741, 30.050 False
128.775, 129.507, 1.646, 30.100 False
128.695, 129.507, 1.557, 30.150 False
128.620, 129.507, 1.472, 30.200 False
128.548, 129.506, 1.392, 30.250 False
128.481, 129.506, 1.316, 30.300 False
128.417, 129.506, 1.244, 30.350 False
128.357, 129.505, 1.177, 30.400 False
128.300, 129.505, 1.113, 30.450 False
128.246, 129.505, 1.052, 30.500 False
128.195, 129.505, 0.995, 30.550 False
128.147, 129.505, 0.941, 30.600 False
128.102, 129.504, 0.890, 30.650 False
128.058, 129.504, 0.841, 30.700 False
128.018, 129.504, 0.796, 30.750 False
127.979, 129.504, 0.752, 30.800 False
127.943, 129.504, 0.711, 30.850 False
127.908, 129.504, 0.673, 30.900 False
127.876, 129.504, 0.636, 30.950 False
127.847, 129.503, 0.548, 31.000 False
127.821, 129.503, 0.495, 31.050 False
127.800, 129.503, 0.395, 31.100 False
127.781, 129.503, 0.371, 31.150 False
127.765, 129.503, 0.318, 31.200 False
127.747, 129.503, 0.336, 31.250 False
127.729, 129.503, 0.347, 31.300 False
127.708, 129.503, 0.420, 31.350 False
127.683, 129.503, 0.503, 31.400 False
127.654, 129.503, 0.579, 31.450 False
127.620, 129.503, 0.734, 31.500 False
127.576, 129.502, 0.888, 31.550 False
127.525, 129.502, 1.064, 31.600 False
127.465, 129.502, 1.235, 31.650 False
127.393, 129.502, 1.512, 31.700 False
127.307, 129.501, 1.770, 31.750 False
127.210, 129.501, 1.988, 31.800 False
127.102, 129.500, 2.204, 31.850 False
126.984, 129.500, 2.424, 31.900 False
126.855, 129.499, 2.653, 31.950 False
126.714, 129.499, 2.887, 32.000 False
126.561, 129.498, 3.124, 32.050 False
126.397, 129.497, 3.364, 32.100 False
126.220, 129.497, 3.603, 32.150 False
126.032, 129.496, 3.843, 32.200 False
125.831, 129.495, 4.081, 32.250 False
125.619, 129.494, 4.318, 32.300 False
125.395, 129.493, 4.554, 32.350 False
125.160, 129.493, 4.787, 32.400 False
124.913, 129.492, 5.012, 32.450 False
124.655, 129.491, 5.216, 32.500 False
124.389, 129.490, 5.386, 32.550 False
124.115, 129.489, 5.527, 32.600 False
123.837, 129.488, 5.586, 32.650 False
123.561, 129.487, 5.548, 32.700 False
123.289, 129.486, 5.441, 32.750 False
123.024, 129.485, 5.305, 32.800 False
122.766, 129.484, 5.137, 32.850 False
122.517, 129.483, 4.959, 32.900 False
122.279, 129.483, 4.729, 32.950 False
122.052, 129.482, 4.497, 33.000 False
121.837, 129.481, 4.264, 33.050 False
121.633, 129.481, 4.033, 33.100 False
121.440, 129.480, 3.810, 33.150 False
121.257, 129.479, 3.600, 33.200 False
121.085, 129.479, 3.401, 33.250 False
